0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
1.198172837818734697e-16;1.105981374792882623e-16
4.663878815821241065e-16;4.309336499786804589e-16
2.309970486104925141e-14;2.133638385870724463e-14
8.738426242370714303e-14;8.081340772351369717e-14
1.468140604747592004e-12;1.357174680798045596e-12
5.265401396142843637e-12;4.874232094331798493e-12
4.572120460011319665e-11;4.231075559357755367e-11
1.518464798344609790e-10;1.407313016121847227e-10
8.282557417693681145e-10;7.675627355929748319e-10
2.493820039362049101e-09;2.314742397757640902e-09
9.581295756788676954e-09;8.895931991048655618e-09
2.568227586152715958e-08;2.388548736576012743e-08
7.485745356916595483e-08;6.967789545342384372e-08
1.760044625598311541e-07;1.641358551296434598e-07
4.092963195034826640e-07;3.822774772288539680e-07
8.348827691406768281e-07;7.815520461917913053e-07
1.604188014425744768e-06;1.505359477960155345e-06
2.821243924699956551e-06;2.655406660778680816e-06
4.595079190039541572e-06;4.340487066656351089e-06
6.975597443670267239e-06;6.616596692765597254e-06
9.847686669672839344e-06;9.387341378896962851e-06
1.308519404119579121e-05;1.254352446267148480e-05
1.645478732825722545e-05;1.587098813615739346e-05
1.978614454856142402e-05;1.920616341521963477e-05
2.306341593794059008e-05;2.252118792966939509e-05
2.633264557516667992e-05;2.584194044175092131e-05
2.972294532810337842e-05;2.927328932855743915e-05
3.337305679451674223e-05;3.293592817499302328e-05
3.730793832801282406e-05;3.685426781885325909e-05
4.155408896622247994e-05;4.106157939531840384e-05
4.618379898602142930e-05;4.563710899674333632e-05
5.126312680658884346e-05;5.065448567620478570e-05
5.687477096216753125e-05;5.620113370241597295e-05
6.308342562988400459e-05;6.234554894035682082e-05
6.986562948441132903e-05;6.907218630658462644e-05
7.721009023953229189e-05;7.637394446646794677e-05
8.518961840309202671e-05;8.431885362369939685e-05
9.388756734551861882e-05;9.298331860918551683e-05
1.033638691296800971e-04;1.024229568429291248e-04
1.136843711719848216e-04;1.127011128119193017e-04
1.249046763405203819e-04;1.238739350810647011e-04
1.370957324979826808e-04;1.360135502181947231e-04
1.503862004028633237e-04;1.492470473749563098e-04
1.649033947614952922e-04;1.637016976019367576e-04
1.807151420507580042e-04;1.794512209016829729e-04
1.979006920009851456e-04;1.965804112842306495e-04
2.166006597690284252e-04;2.152302477043122053e-04
2.369649591855704784e-04;2.355493925279006362e-04
2.591231896076351404e-04;2.576674451120197773e-04
2.832154859788715839e-04;2.817241474986076355e-04
3.093986015301197767e-04;3.078750742133706808e-04
3.378482651896774769e-04;3.362938587088137865e-04
3.687740536406636238e-04;3.671867307275533676e-04
4.023956716991961002e-04;4.007713578175753355e-04
4.389120440464466810e-04;4.372483817860484123e-04
4.785448545590043068e-04;4.768411454278975725e-04
5.215774872340261936e-04;5.198318976908922195e-04
5.683097406290471554e-04;5.665192147716879845e-04
6.190190324559807777e-04;6.171831046231091022e-04
6.740091484971344471e-04;6.721297395415604115e-04
7.336456910707056522e-04;7.317239651456475258e-04
7.983212708495557308e-04;7.963572861626744270e-04
8.684303029440343380e-04;8.664249908179044724e-04
9.443999733775854111e-04;9.423558367416262627e-04
1.026699668727815151e-03;1.024619326926767826e-03
1.115845050662755966e-03;1.113731181249022484e-03
1.212374190799891949e-03;1.210230286233127117e-03
1.316884183324873447e-03;1.314714201726019382e-03
1.429976313374936581e-03;1.427786191925406456e-03
1.552341156639158726e-03;1.550138345919549465e-03
1.684688730165362358e-03;1.682481844909489155e-03
1.827836968004703522e-03;1.825634855777025223e-03
1.982571789994835854e-03;1.980388304218649864e-03
2.149811480194330215e-03;2.147661522030830383e-03
2.330502960830926895e-03;2.328406088054180145e-03
2.525715855881571770e-03;2.523690229281783104e-03
2.736526075750589371e-03;2.734597772359848022e-03
2.964106155559420586e-03;2.962302882224321365e-03
3.209755290299654007e-03;3.208111505955457687e-03
3.474818076938390732e-03;3.473370103165507317e-03
3.760776249691843987e-03;3.759568557143211365e-03
4.069135524332523346e-03;4.068219102919101715e-03
4.401601850986480713e-03;4.401036538183689117e-03
4.759952891618013382e-03;4.759805742651224136e-03
5.146075971424579620e-03;5.146428011357784271e-03
5.562027450650930405e-03;5.562966223806142807e-03
6.009993143379688263e-03;6.011611782014369965e-03
6.492295302450656891e-03;6.494705099612474442e-03
7.011531852185726166e-03;7.014827337116003036e-03
7.570277899503707886e-03;7.574580609798431396e-03
8.171465247869491577e-03;8.176894858479499817e-03
8.818125352263450623e-03;8.824810385704040527e-03
9.513392113149166107e-03;9.521509520709514618e-03
1.026080921292304993e-02;1.027053594589233398e-02
1.106399297714233398e-02;1.107554137706756592e-02
1.192680746316909790e-02;1.194042712450027466e-02
1.285356748849153519e-02;1.286950055509805679e-02
1.384868286550045013e-02;1.386720407754182816e-02
1.491684094071388245e-02;1.493826694786548615e-02
1.606320589780807495e-02;1.608785614371299744e-02
